TYPE	text	text	text	text	integer	float	float	text	text	text	integer	integer	integer	integer	float	float	float	float	float	float	text	text	text	text	text	text	text	text	text	text	integer	integer	text	integer	integer	integer	float	float	float	float	float	integer	integer	float	integer	float	float	float	float	text	integer	integer	float	float	integer	float	float	float	float	float	float	float	integer	integer	integer	float	float	integer	float	float	integer	float	integer	text	integer	float	float	integer	float	float	float	float	float	float	float	float	integer	integer	float	integer	integer	integer	integer	float	integer	integer	float	integer	integer	integer	integer	float	float	integer	integer	integer	integer	float	float	integer	integer	float	float	float	integer	text	text	integer	integer	integer	integer	float	integer	integer	integer	text	float	integer	integer	float	float	text	integer	integer	integer	integer	integer
FEPARAMS	Protocol_Name	Protocol_date	Scan_Date	Scan_ScannerName	Scan_NumChannels	Scan_MicronsPerPixelX	Scan_MicronsPerPixelY	Scan_OriginalGUID	Grid_Name	Grid_Date	Grid_NumSubGridRows	Grid_NumSubGridCols	Grid_NumRows	Grid_NumCols	Grid_RowSpacing	Grid_ColSpacing	Grid_OffsetX	Grid_OffsetY	Grid_NomSpotWidth	Grid_NomSpotHeight	FeatureExtractor_Barcode	FeatureExtractor_ScanFileName	FeatureExtractor_ArrayName	FeatureExtractor_DesignFileName	FeatureExtractor_PrintingFileName	FeatureExtractor_PatternName	FeatureExtractor_ExtractionTime	FeatureExtractor_UserName	FeatureExtractor_ComputerName	FeatureExtractor_ScanFileGUID	FeatureExtractor_IsXDRExtraction	Scan_NumScanPass	GridPlacement_Version	GridPlacement_ArrayFormat	GridPlacement_placementMode	GridPlacement_ptsPerSide	GridPlacement_minPeakSpacing	GridPlacement_blocksizeAllowance	GridPlacement_initialFilterWidth	GridPlacement_coarseFilterWidth	GridPlacement_fineFilterWidth	GridPlacement_lineHalfWidth	GridPlacement_halfDepth	GridPlacement_maximumSlope	GridPlacement_gridWithChannel	GridPlacement_relativeStartProjectionRow	GridPlacement_relativeSizeProjectionRow	GridPlacement_relativeStartProjectionCol	GridPlacement_relativeSizeProjectionCol	SpotAnalysis_Version	SpotAnalysis_weakthresh	SpotAnalysis_MinimumNumPixels	SpotAnalysis_RegionOfInterestMultiplier	SpotAnalysis_convergence_factor	SpotAnalysis_max_em_iter	SpotAnalysis_max_reject_ratio	SpotAnalysis_kmeans_rad_reject_factor	SpotAnalysis_kmeans_cen_reject_factor	SpotAnalysis_kmeans_moi_reject_factor	SpotAnalysis_isspot_factor	SpotAnalysis_isweakspot_factor	SpotAnalysis_BackgroundThreshold	SpotAnalysis_ROIType	SpotAnalysis_UseNominalDiameterFromGT	SpotAnalysis_RejectMethod	SpotAnalysis_StatBoundFeat	SpotAnalysis_StatBoundBG	SpotAnalysis_SpotStatsMethod	SpotAnalysis_CookiePercentage	SpotAnalysis_ExclusionZonePercentage	SpotAnalysis_EstimateLocalRadius	SpotAnalysis_LocalBGRadius	SpotAnalysis_SignalMethod	OutlierFlagger_Version	OutlierFlagger_NonUnifOLOn	OutlierFlagger_FeatATerm	OutlierFlagger_BGATerm	OutlierFlagger_OLAutoComputeABC	OutlierFlagger_FeatBCoeff	OutlierFlagger_BGBCoeff	OutlierFlagger_FeatCCoeff	OutlierFlagger_BGCCoeff	OutlierFlagger_FeatBCoeff2	OutlierFlagger_BGBCoeff2	OutlierFlagger_FeatCCoeff2	OutlierFlagger_BGCCoeff2	OutlierFlagger_PopnOLOn	OutlierFlagger_MinPopulation	OutlierFlagger_IQRatio	BGSubtractor_MultiplicativeDetrendOn	BGSubtractor_MultDetrendWinFilter	BGSubtractor_MultDetrendIncrement	BGSubtractor_MultDetrendWindow	BGSubtractor_MultDetrendNeighborhoodSize	BGSubtractor_MultHighPassFilter	BGSubtractor_PolynomialMultiplicativeDetrend	BGSubtractor_NegCtrlThresholdMultDetrendFactor	BGSubtractor_PolynomialMultiplicativeDetrendDegree	BGSubtractor_TestMultDetrendOnCVs	BGSubtractor_MultDetrendOnReplicates	BGSubtractor_BGSubMethod	BGSubtractor_MaxPVal	BGSubtractor_WellAboveMulti	BGSubtractor_BackgroundCorrectionOn	BGSubtractor_CalculateSurfaceMetricsOn	BGSubtractor_ErrModelSignificance	BGSubtractor_ErrorModel	BGSubtractor_MultErrorGreen	BGSubtractor_MultErrorRed	BGSubtractor_AutoEstimateAddErrorGreen	BGSubtractor_AutoEstimateAddErrorRed	BGSubtractor_MultNcAutoEstimate	BGSubtractor_MultRMSAutoEstimate	BGSubtractor_MultResidualsRMSAutoEstimate	BGSubtractor_UseSurrogates	BGSubtractor_Version	DyeNorm_Version	DyeNorm_SelectMethod	DyeNorm_ArePosNegCtrlsOK	DyeNorm_SignalCharacteristics	DyeNorm_CorrMethod	DyeNorm_RankTolerance	DyeNorm_VariableRankTolerance	DyeNorm_MaxRankedSize	DyeNorm_IsBGPopnOLOn	Ratio_Version	Ratio_PegLogRatioValue	QCMetrics_UseSpikeIns	QCMetrics_minReplicatePopulation	QCMetrics_differentialExpressionPValue	QCMetrics_MaxEdgeDefectThreshold	FeatureExtractor_Version	FeatureExtractor_SingleTextFileOutput	FeatureExtractor_JPEGDownSampleFactor	FeatureExtractor_ColorMode	FeatureExtractor_QCReportType	FeatureExtractor_OutputQCReportGraphText
DATA	CGH-v4_91_2_AvgAllNegCtrlBkg_rankconsistprobes_linear (Editable)	10-Oct-2006 13:23	02-10-2008 16:53:11	Agilent Technologies Scanner G2505B US22502599	2	5	5	8ecc669b-d7db-4e3e-b980-dbb5088c34ac	015340_D_20070207	03-Nov-2006 00:00	1	1	534	456	73.3235	63.5	0	36.6617	65	65	251534010064	D:\Odom_lab\mdw\080210_Trisomy_dnase_solexalink\\080208_251534010064_S01_H.tif	080208_251534010064_S01_H	015340_D_20070207.xml		Agilent-015340	10-Feb-2008 19:05:19	wilson28	HUB6460TFN	8ecc669b-d7db-4e3e-b980-dbb5088c34ac	1	1	9.1.1.1	0	0	5	7	0.666667	6	5	3	6	2	0.015	0	0.25	0.25	0.25	0.25	9.1.1.1	10	15	0.6	0.001	5	0.75	0.45	1.5	2.5	0.5	3	10	1	1	3	1.42	1.42	1	0.7	1.2	0	100	1	9.1.1.1	1	0.0169	0.09	1	40	3	1	1	40	3	1	1	1	10	1.75	1	1	2	3	0.2	1	1	3	4	1	0	3	0.01	2.6	0	0	1	0	0.1	0.1	1	1	1	0	0	1	9.1.1.1	9.1.1.1	6	0	1	0	0.05	0	-1	0	9.1.1.1	4	1	3	0.01	0.5	9.1.1.1	1	4	1	1	0
*
TYPE	float	float	float	integer	integer	float	float	float	integer	integer	float	float	float	float	float	float	integer	float	float	float	integer	float	float	integer	integer	float	float	float	integer	float	float	integer	integer	integer	integer	integer	float	float	float	integer	integer	integer	integer	integer	float	float	float	integer	float	float	float	float	float	float	float	integer	integer	float	float	integer	integer	float	float	integer	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	integer	float	float	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	float	integer	float	float	float	integer	float	float	float	float	float	float	float	float	integer	integer	integer	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	float	text	text	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	integer	integer	integer	float	float
STATS	gDarkOffsetAverage	gDarkOffsetMedian	gDarkOffsetStdDev	gDarkOffsetNumPts	gSaturationValue	rDarkOffsetAverage	rDarkOffsetMedian	rDarkOffsetStdDev	rDarkOffsetNumPts	rSaturationValue	gAvgSig2BkgeQC	rAvgSig2BkgeQC	gAvgSig2BkgNegCtrl	rAvgSig2BkgNegCtrl	gRatioSig2BkgeQC_NegCtrl	rRatioSig2BkgeQC_NegCtrl	gNumSatFeat	gLocalBGInlierNetAve	gLocalBGInlierAve	gLocalBGInlierSDev	gLocalBGInlierNum	gGlobalBGInlierAve	gGlobalBGInlierSDev	gGlobalBGInlierNum	rNumSatFeat	rLocalBGInlierNetAve	rLocalBGInlierAve	rLocalBGInlierSDev	rLocalBGInlierNum	rGlobalBGInlierAve	rGlobalBGInlierSDev	rGlobalBGInlierNum	gNumFeatureNonUnifOL	gNumPopnOL	gNumNonUnifBGOL	gNumPopnBGOL	gOffsetUsed	gGlobalFeatInlierAve	gGlobalFeatInlierSDev	gGlobalFeatInlierNum	rNumFeatureNonUnifOL	rNumPopnOL	rNumNonUnifBGOL	rNumPopnBGOL	rOffsetUsed	rGlobalFeatInlierAve	rGlobalFeatInlierSDev	rGlobalFeatInlierNum	AllColorPrcntSat	AnyColorPrcntSat	AnyColorPrcntFeatNonUnifOL	AnyColorPrcntBGNonUnifOL	AnyColorPrcntFeatPopnOL	AnyColorPrcntBGPopnOL	TotalPrcntFeatOL	gNumNegBGSubFeat	gNonCtrlNumNegFeatBGSubSig	gLinearDyeNormFactor	gRMSLowessDNF	rNumNegBGSubFeat	rNonCtrlNumNegFeatBGSubSig	rLinearDyeNormFactor	rRMSLowessDNF	gNonCtrlNumSatFeat	gNonCtrl99PrcntNetSig	gNonCtrl50PrcntNetSig	gNonCtrl1PrcntNetSig	gNonCtrlMedPrcntCVBGSubSig	rNonCtrlNumSatFeat	rNonCtrl99PrcntNetSig	rNonCtrl50PrcntNetSig	rNonCtrl1PrcntNetSig	rNonCtrlMedPrcntCVBGSubSig	gCtrleQCNumSatFeat	gCtrleQC99PrcntNetSig	gCtrleQC50PrcntNetSig	gCtrleQC1PrcntNetSig	geQCMedPrcntCVBGSubSig	geQCSig2BkgLow1	geQCSig2BkgLow2	rCtrleQCNumSatFeat	rCtrleQC99PrcntNetSig	rCtrleQC50PrcntNetSig	rCtrleQC1PrcntNetSig	reQCMedPrcntCVBGSubSig	reQCSig2BkgLow1	reQCSig2BkgLow2	gNegCtrlNumInliers	gNegCtrlAveNetSig	gNegCtrlSDevNetSig	gNegCtrlAveBGSubSig	gNegCtrlSDevBGSubSig	rNegCtrlNumInliers	rNegCtrlAveNetSig	rNegCtrlSDevNetSig	rNegCtrlAveBGSubSig	rNegCtrlSDevBGSubSig	gAveNumPixOLLo	gAveNumPixOLHi	gPixCVofHighSignalFeat	gNumHighSignalFeat	rAveNumPixOLLo	rAveNumPixOLHi	rPixCVofHighSignalFeat	rNumHighSignalFeat	NonCtrlAbsAveLogRatio	NonCtrlSDevLogRatio	NonCtrlSNRLogRatio	eQCAbsAveLogRatio	eQCSDevLogRatio	eQCSNRLogRatio	AddErrorEstimateGreen	AddErrorEstimateRed	TotalNumFeatures	NonCtrlNumUpReg	NonCtrlNumDownReg	eQCObsVsExpLRSlope	eQCObsVsExpLRIntercept	eQCObsVsExpCorr	NumIsNorm	ROIHeight	ROIWidth	CentroidDiffX	CentroidDiffY	NumFoundFeat	MaxNonUnifEdges	MaxSpotNotFoundEdges	gMultDetrendRMSFit	rMultDetrendRMSFit	gMultDetrendSurfaceAverage	rMultDetrendSurfaceAverage	DerivativeOfLogRatioSD	eQCLowSigName1	eQCLowSigName2	gNonCtrl50PrcntBGSubSig	rNonCtrl50PrcntBGSubSig	gCtrleQC50PrcntBGSubSig	rCtrleQC50PrcntBGSubSig	gMedPrcntCVProcSignal	rMedPrcntCVProcSignal	geQCMedPrcntCVProcSignal	reQCMedPrcntCVProcSignal	gOutlierFlagger_Auto_FeatB_Term	rOutlierFlagger_Auto_FeatB_Term	gOutlierFlagger_Auto_FeatC_Term	rOutlierFlagger_Auto_FeatC_Term	gOutlierFlagger_Auto_BgndB_Term	rOutlierFlagger_Auto_BgndB_Term	gOutlierFlagger_Auto_BgndC_Term	rOutlierFlagger_Auto_BgndC_Term	OutlierFlagger_FeatChiSq	OutlierFlagger_BgndChiSq	gXDRLowPMTSlope	rXDRLowPMTSlope	gXDRLowPMTIntercept	rXDRLowPMTIntercept	GriddingStatus	NumGeneNonUnifOL	TotalNumberOfReplicatedGenes	gNegCtrlSpread	rNegCtrlSpread
DATA	32.099	32	6.5998	1000	656879	31.948	32	5.95125	1000	660459	1.2753	1.33702	0.941131	1.26499	1.35507	1.05694	0	16.7262	48.8252	2.01382	242759	46.0255	3.58556	876	0	34.6848	66.6328	2.58028	241898	70.5453	14.5789	840	13	8	15	745	32.099	198.092	622.804	243483	18	10	15	1606	31.948	447.931	2279.48	243476	0	0	0.00821342	0.00780275	0.0069814	0.937151	0.0084316	720	54	8.89964	0	1506	616	8.36612	0	0	829.007	96.0204	24.2677	-1	0	6476	104.877	42.752	-1	0	30.6979	16.7219	10.3541	-1	1.10924	1.62535	0	105.616	47.4313	33.4782	-1	1.18869	1.76111	1272	15.597	5.51935	1.67045	5.51935	1272	43.5701	19.3544	4.97281	19.3544	0.312274	0.764702	0.0421526	26	0.226448	0.876454	0.076629	159	0	0	0	0.196075	0.158093	1.04652	49.1202	161.921	243504	25529	18326	0.10476	0.623674	0.0238579	63853	4.37939	7.61937	0.879753	1.44257	239249	0	0.0208333	0.0555708	0	108.472	0	0.536912	SM_02	SM_04	82.0939	66.2801	2.79539	8.83405	-1	-1	-1	-1	1804	2726.67	37.1756	123.898	142.731	194.526	35.828	93.7817	1.95582	2.63866	10.0673	10.1254	-303.656	-306.22	0	20	487008	16.6384	59.4883
*
TYPE	integer	integer	integer	integer	text	integer	integer	text	text	text	float	float	float	float	float	float	float	boolean	boolean	float	float	float	float	integer	integer	integer	integer	integer	integer	float	float	float	float	float	float	float	float	integer	integer	float	float	float	float	float	float	float	float	integer	integer	boolean	boolean	boolean	boolean	float	float	boolean	boolean	boolean	boolean	boolean	boolean	boolean	boolean	boolean	float	float	float	float	float	boolean	boolean	float	float	integer	integer	boolean	boolean	float	float	float	float	boolean	float	float	float	float	float	integer	float	boolean	boolean	float	float	float	float	float	float	float	float	float	float	float	float	boolean	float	float	boolean	boolean
FEATURES	FeatureNum	Row	Col	SubTypeMask	SubTypeName	ProbeUID	ControlType	ProbeName	GeneName	SystematicName	PositionX	PositionY	LogRatio	LogRatioError	PValueLogRatio	gSurrogateUsed	rSurrogateUsed	gIsFound	rIsFound	gProcessedSignal	rProcessedSignal	gProcessedSigError	rProcessedSigError	gNumPixOLHi	rNumPixOLHi	gNumPixOLLo	rNumPixOLLo	gNumPix	rNumPix	gMeanSignal	rMeanSignal	gMedianSignal	rMedianSignal	gPixSDev	rPixSDev	gPixNormIQR	rPixNormIQR	gBGNumPix	rBGNumPix	gBGMeanSignal	rBGMeanSignal	gBGMedianSignal	rBGMedianSignal	gBGPixSDev	rBGPixSDev	gBGPixNormIQR	rBGPixNormIQR	gNumSatPix	rNumSatPix	gIsSaturated	rIsSaturated	gIsLowPMTScaledUp	rIsLowPMTScaledUp	PixCorrelation	BGPixCorrelation	gIsFeatNonUnifOL	rIsFeatNonUnifOL	gIsBGNonUnifOL	rIsBGNonUnifOL	gIsFeatPopnOL	rIsFeatPopnOL	gIsBGPopnOL	rIsBGPopnOL	IsManualFlag	gBGSubSignal	rBGSubSignal	gBGSubSigError	rBGSubSigError	BGSubSigCorrelation	gIsPosAndSignif	rIsPosAndSignif	gPValFeatEqBG	rPValFeatEqBG	gNumBGUsed	rNumBGUsed	gIsWellAboveBG	rIsWellAboveBG	gBGUsed	rBGUsed	gBGSDUsed	rBGSDUsed	IsNormalization	gDyeNormSignal	rDyeNormSignal	gDyeNormError	rDyeNormError	DyeNormCorrelation	ErrorModel	xDev	gSpatialDetrendIsInFilteredSet	rSpatialDetrendIsInFilteredSet	gSpatialDetrendSurfaceValue	rSpatialDetrendSurfaceValue	SpotExtentX	SpotExtentY	gNetSignal	rNetSignal	gMultDetrendSignal	rMultDetrendSignal	gProcessedBackground	rProcessedBackground	gProcessedBkngError	rProcessedBkngError	IsUsedBGAdjust	gInterpolatedNegCtrlSub	rInterpolatedNegCtrlSub	gIsUsedInMD	rIsUsedInMD
DATA	1	1	1	0		0	1	MmCGHBrightCorner	MmCGHBrightCorner	MmCGHBrightCorner	335.235	256.778	-4.393849964e-001	1.410890591e-001	1.844202718e-003	0	0	1	1	9.274521e+002	3.372147e+002	9.255070e+001	1.653949e+002	2	0	1	0	61	61	1.341639e+002	1.108525e+002	135	111	2.113542e+001	1.865640e+001	1.779120e+001	2.149770e+001	683	683	4.828697e+001	6.558565e+001	48	65	6.429377e+000	1.016994e+001	6.671700e+000	1.037820e+001	0	0	0	0	0	0	0.114186	0.0165542	0	0	0	0	0	0	0	0	0	88.1384	40.3072	10.3994	19.7696	0	1	1	8.262e-239	7.33211e-008	876	840	1	1	46.0255	70.5453	3.58556	14.5789	0	927.452	337.215	92.5507	165.395	0	1	-3.114238618e+000	0	0	0	0	50.7771	50.7771	102.065	78.9045	0.845758	1.10423	48.287	65.5857	6.42938	10.1699	0	85.6057	39.4114	0	0
DATA	2	1	2	66	Structural	1	1	DarkCorner	DarkCorner	DarkCorner	360.582	256.573	0.000000000e+000	7.599582996e-001	1.000000000e+000	0	17.3838	0	0	6.035927e+001	1.454347e+002	4.938482e+001	1.619208e+002	1	0	0	0	63	63	5.176190e+001	6.884127e+001	52	67	7.358809e+000	1.223586e+001	8.524950e+000	1.408470e+001	531	531	4.904708e+001	6.595857e+001	49	64	6.650269e+000	1.105280e+001	7.413000e+000	1.111950e+001	0	0	0	0	0	0	0.0798233	0.0321388	0	0	0	0	0	0	0	0	0	5.7364	-1.70399	5.54908	19.3544	0	1	0	0.00697899	0.818977	876	840	1	0	46.0255	70.5453	3.58556	14.5789	0	60.3593	-14.2558	49.3848	161.921	0	1	5.025592171e-001	0	0	0	0	65	65	19.6629	36.8933	0.8458	1.10466	49.0471	65.9586	6.65027	11.0528	0	3.21187	-2.58703	0	0
DATA	3	1	3	66	Structural	1	1	DarkCorner	DarkCorner	DarkCorner	386	256.545	0.000000000e+000	7.750831253e-001	1.000000000e+000	6.47416	17.3779	0	0	5.761767e+001	1.453859e+002	4.922258e+001	1.619208e+002	0	1	0	0	61	61	4.959016e+001	6.940984e+001	50	68	6.689238e+000	1.210561e+001	7.413000e+000	1.260210e+001	516	516	4.914922e+001	6.502132e+001	49	65	6.903708e+000	9.968569e+000	7.413000e+000	1.037820e+001	0	0	0	0	0	0	-0.0439946	0.0377898	0	0	0	0	0	0	0	0	0	3.56466	-1.13543	5.53085	19.3544	0	0	0	0.0933581	0.878794	876	840	0	0	46.0255	70.5453	3.58556	14.5789	0	37.5052	-9.49911	49.2226	161.921	0	1	5.186107853e-001	0	0	0	0	65	65	17.4912	37.4618	0.845861	1.10503	49.1492	65.0213	6.90371	9.96857	0	1.04833	-2.00605	0	0
DATA	4	1	4	0		3	0	A_68_P31052153	chr17:012323564-012323623	chr17:012323564-012323623	411.355	256.671	-3.681501784e-001	2.594436710e-001	1.558994583e-001	0	0	1	1	4.322033e+002	1.851560e+002	6.123359e+001	1.629760e+002	0	0	0	0	65	65	8.710769e+001	9.267692e+001	86	94	1.377058e+001	1.669216e+001	1.556730e+001	1.704990e+001	520	520	4.922885e+001	6.550385e+001	49	65.5	7.077573e+000	1.040194e+001	7.413000e+000	1.111950e+001	0	0	0	0	0	0	-0.14042	-0.0159637	0	0	0	0	0	0	0	0	0	41.0822	22.1317	6.88046	19.4805	0	1	1	2.47476e-073	0.00300368	876	840	1	1	46.0255	70.5453	3.58556	14.5789	0	432.203	185.156	61.2336	162.976	0	1	-1.418998494e+000	0	0	0	0	48.8603	48.8603	55.0087	60.7289	0.845936	1.10534	49.2288	65.5038	7.07757	10.4019	0	38.574	21.273	0	0
DATA	95	1	95	0		185	0	A_68_P31152765	chr17:033822110-033822154	chr17:033822110-033822154	2722.51	259.974	0.2203615896	0.08726342589	0.0115617424	0	0	1	1	925.3842	1537.035	93.9396	223.2557	0	1	0	1	60	60	136	254.2667	134.5	253.5	21.86321	46.34976	23.16562	48.36982	514	514	49.7607	65.83658	49.5	66	6.607864	10.94415	6.6717	10.93418	0	0	0	0	0	0	0.238158	-0.012402	0	0	0	0	0	0	0	0	0	89.9745	183.721	10.5554	26.6857	0	1	1	2.02006e-245	3.40519e-110	876	840	1	1	46.0255	70.5453	3.58556	14.5789	0	925.384	1537.03	93.9396	223.256	0	1	2.525245684	0	0	0	0	48.8603	48.8603	103.901	222.319	0.865306	1.09576	49.7607	65.8366	6.60786	10.9441	0	88.0357	183.46	1	1
DATA	138	1	138	0		271	0	A_68_P31152731	chr17:033815770-033815814	chr17:033815770-033815814	3814.86	261.211	0.6427771501	0.08507497615	4.175113703e-14	0	0	1	1	5861.43	25750.21	522.0185	2580.106	0	0	1	0	65	65	629.9846	3148.462	628	3056	66.87126	414.0874	74.8713	418.0932	527	527	49.48197	66.44592	49	66	6.802703	11.18325	7.04235	11.8608	0	0	0	0	0	0	0.703343	0.013438	0	0	0	0	0	0	0	0	0	583.959	3077.92	58.6562	308.4	0	1	1	0	0	876	840	1	1	46.0255	70.5453	3.58556	14.5789	1	5861.43	25750.2	522.019	2580.11	0	1	7.555419691	0	0	0	0	47.2035	47.2035	597.886	3116.51	0.886648	1.07567	49.482	66.4459	6.8027	11.1832	0	582.17	3077.59	1	1
DATA	176	1	176	0		347	0	A_68_P31151936	chr17:033683464-033683519	chr17:033683464-033683519	4779.88	262.5	0.1131248079	0.1186844594	0.3405110285	0	0	1	1	629.3019	816.552	75.54978	181.3447	2	0	1	0	61	61	110.5246	168.1475	110	167	13.60711	31.46153	11.8608	37.8063	516	516	49.99031	65.28682	49	64	6.846578	10.91268	6.6717	10.3782	0	0	0	0	0	0	0.200742	0.0822662	0	0	0	0	0	0	0	0	0	64.4991	97.6023	8.48909	21.6761	0	1	1	7.00961e-153	6.26041e-37	876	840	1	1	46.0255	70.5453	3.58556	14.5789	0	629.302	816.552	75.5498	181.345	0	1	0.9531560284	0	0	0	0	50.4627	50.4627	78.4256	136.2	0.912151	1.05603	49.9903	65.2868	6.84658	10.9127	0	62.7786	97.0229	1	0
DATA	534	2	78	0		152	0	A_68_P31151597	chr17:033640421-033640467	chr17:033640421-033640467	2303.44	266.532	0.4045807705	0.07557915828	8.647282277e-08	0	0	1	1	1630.908	4140.095	148.6362	444.5471	1	2	0	0	61	61	203.6557	565.4098	200	559	27.27018	67.74643	25.2042	62.2692	221	221	48.66516	66.26697	49	66	6.203819	11.29868	6.6717	11.1195	0	0	0	0	0	0	0.496318	-0.0230366	0	0	0	0	0	0	0	0	0	157.63	494.865	16.7014	53.1366	0	1	1	0	0	876	840	1	1	46.0255	70.5453	3.58556	14.5789	0	1630.91	4140.09	148.636	444.547	0	1	5.35307325	0	0	0	0	49.8279	49.8279	171.557	533.462	0.860166	1.10026	48.6652	66.267	6.20382	11.2987	0	155.615	494.556	1	1
DATA	1066	3	154	0		1202	0	A_68_P31152165	chr17:033723794-033723853	chr17:033723794-033723853	4220.87	276.88	0.3267980055	0.07374977291	9.372183873e-06	0	0	1	1	1610.999	3418.954	152.8396	378.2999	0	1	0	0	66	66	208.6515	479.2121	207	479.5	38.07624	78.90316	38.17695	80.0604	55	55	48.90909	66.6	47	68	7.92388	9.770705	6.6717	9.6369	0	0	0	0	0	0	0.46184	-0.214075	0	0	0	0	0	0	0	0	0	162.626	408.667	17.1737	45.2181	0	1	1	0	0	876	840	1	1	46.0255	70.5453	3.58556	14.5789	0	1611	3418.95	152.84	378.3	0	1	4.431173041	0	0	0	0	48.2044	48.2044	176.553	447.264	0.898394	1.06488	48.9091	66.6	7.92388	9.7707	0	160.875	408.222	1	1
DATA	1089	3	177	0		1248	0	A_68_P31152362	chr17:033752686-033752745	chr17:033752686-033752745	4805.03	277.301	-0.03668656717	0.1018090065	0.7185876782	0	0	1	1	921.4002	846.7627	97.53487	182.7249	4	1	2	0	58	58	140.7069	171.7586	142.5	169	16.94264	26.20788	14.64068	24.64823	50	50	49.76	64.04	50	62	5.780191	8.663694	5.745075	7.413	0	0	0	0	0	0	0.191898	-0.0698994	0	0	0	0	0	0	0	0	0	94.6814	101.213	10.9594	21.8411	0	1	1	2.92715e-262	2.06917e-39	876	840	1	1	46.0255	70.5453	3.58556	14.5789	1	921.4	846.763	97.5349	182.725	0	1	-0.3603469714	0	0	0	0	47.8731	47.8731	108.608	139.811	0.91451	1.05326	49.76	64.04	5.78019	8.66369	0	92.9635	100.594	1	0
DATA	1428	4	60	0		1017	0	A_68_P31152727	chr17:033815203-033815249	chr17:033815203-033815249	1846.38	280.705	1.594989844	0.16376841	2.049592434e-22	0	0	1	1	1448.503	57004.51	133.4542	5702.75	1	0	0	0	64	64	185.4531	6884.281	183.5	6470	32.56589	1292.299	38.5476	1471.11	34	34	48.76471	68.79412	50	65	7.608045	13.64436	7.413	15.5673	0	0	0	0	0	0	0.72054	0.159782	0	0	0	0	0	0	0	0	0	139.428	6813.74	14.9955	681.648	0	1	1	0	0	876	840	1	1	46.0255	70.5453	3.58556	14.5789	0	1448.5	57004.5	133.454	5702.75	0	1	9.739301029	0	0	0	0	50.4627	50.4627	153.354	6852.33	0.856647	1.1017	48.7647	68.7941	7.60805	13.6444	0	137.317	6813.33	1	1
DATA	1738	4	370	0		1634	0	A_68_P31153044	chr17:033893934-033893985	chr17:033893934-033893985	9719.92	291.418	0.8069333749	0.09846106716	2.496442745e-16	0	0	1	1	1395.268	8945.222	149.2931	909.059	0	0	0	0	64	64	204.4375	1139.766	208.5	1139	33.10487	147.602	35.5824	168.4604	34	34	51.97059	66.05882	50	64.5	8.604035	10.69959	8.1543	11.30482	0	0	0	0	0	0	0.529482	-0.161931	0	0	0	0	0	0	0	0	0	158.412	1069.22	16.7752	108.66	0	1	1	0	0	876	840	1	1	46.0255	70.5453	3.58556	14.5789	0	1395.27	8945.22	149.293	909.059	0	1	8.195456317	0	0	0	0	45.835	45.835	172.339	1107.82	1.01042	0.978311	51.9706	66.0588	8.60403	10.6996	0	156.107	1064.55	1	1
DATA	1866	5	42	0		1882	0	A_68_P31151990	chr17:033693112-033693171	chr17:033693112-033693171	1375.9	287.113	-0.5493339103	0.137334011	6.334664172e-05	0	0	1	1	1089.587	307.5588	105.1621	164.8158	1	1	0	0	65	65	150.5077	107.3077	148	104	26.47176	19.30829	26.6868	20.7564	32	32	52.28125	65.84375	52	68	9.295279	7.91939	10.00755	6.857025	0	0	0	0	0	0	-0.000554961	-0.0462724	0	0	0	0	0	0	0	0	0	104.482	36.7624	11.8165	19.7004	0	1	1	1.05323e-296	8.91775e-07	876	840	1	1	46.0255	70.5453	3.58556	14.5789	0	1089.59	307.559	105.162	164.816	0	1	-3.999984465	0	0	0	0	46.8651	46.8651	118.409	75.3597	0.8534	1.1025	52.2813	65.8438	9.29528	7.91939	0	102.258	36.2256	1	0
DATA	1964	5	140	0		2077	0	A_68_P31151779	chr17:033663545-033663589	chr17:033663545-033663589	3865.56	291.306	-0.01712550797	0.07479846154	0.8189036196	0	0	1	1	1589.305	1527.853	149.9211	222.6246	0	0	0	0	65	65	205.1846	253.1692	204	250	34.8097	45.36056	32.6172	42.9954	34	34	52.08824	66.64706	49.5	66.5	8.908177	12.32854	10.19287	15.19665	0	0	0	0	0	0	0.237276	0.12832	0	0	0	0	0	0	0	0	0	159.159	182.624	16.8458	26.6103	0	1	1	0	3.99033e-109	876	840	1	1	46.0255	70.5453	3.58556	14.5789	1	1589.3	1527.85	149.921	222.625	0	1	-0.2289553504	0	0	0	0	47.8731	47.8731	173.086	221.221	0.891244	1.06933	52.0882	66.6471	8.90818	12.3285	0	157.379	182.225	1	1
